lake_ID,year,ANC,Ca_mgL,Cl_mgL,DIN_mgL,DOC_mgL,DON_mgL,F_mgL,K_mgL,Mg_mgL,NH4_N_mgL,NH4_mgL,NO3_N_mgL,NO3_mgL,Na_mgL,PO4_mgL,SO4_mgL,TDN_mgL,TP_mgL,cond_uScm,pH,z_ANC,z_Ca_mgL,z_Cl_mgL,z_DIN_mgL,z_DOC_mgL,z_DON_mgL,z_F_mgL,z_K_mgL,z_Mg_mgL,z_NH4_N_mgL,z_NH4_mgL,z_NO3_N_mgL,z_NO3_mgL,z_Na_mgL,z_PO4_mgL,z_SO4_mgL,z_TDN_mgL,z_TP_mgL,z_cond_uScm,z_pH
LOWER SUNLIGHT LAKE,1985,89.33333333,2.666666667,0.17,NA,NA,NA,0,0.2,0.23,NA,0,NA,0.116666667,0.263333333,0,2.433333333,NA,NA,22,7.966666667,-0.185778694,0.146914301,0.859272562,NA,NA,NA,-0.40706698,0.04693902,-0.300413856,NA,-0.810207836,NA,-0.280613922,-0.463432205,-0.1699893,0.335308836,NA,NA,0.209808282,2.232270333
LOWER SUNLIGHT LAKE,1986,85,2.2,0.1675,NA,NA,NA,0,0.16,0.2025,NA,0,NA,0.29,0.3275,0,2.15,NA,NA,17,7.2,-0.209682691,-0.023444837,0.824147859,NA,NA,NA,-0.40706698,-0.272778605,-0.345092115,NA,-0.810207836,NA,0.273384546,-0.276385697,-0.1699893,0.225865742,NA,NA,-0.051553122,0.683217515
LOWER SUNLIGHT LAKE,1987,90.5,2.25,0.175,NA,NA,NA,0,0.17,0.265,NA,0,NA,0.22,0.32,0,2.1,NA,NA,19.75,7.725,-0.179343002,-0.005192073,0.929521967,NA,NA,NA,-0.40706698,-0.192849199,-0.243550619,NA,-0.810207836,NA,0.049654396,-0.298248276,-0.1699893,0.206552255,NA,NA,0.09219565,1.743981945
LOWER SUNLIGHT LAKE,1988,90.2,2.3,0.093333333,NA,NA,NA,0,0.166666667,0.29,NA,0,NA,0.176666667,0.33,0,2.266666667,NA,NA,18.33333333,8.166666667,-0.180997894,0.013060692,-0.217884989,NA,NA,NA,-0.40706698,-0.219492334,-0.20293402,NA,-0.810207836,NA,-0.088845221,-0.269098171,-0.1699893,0.270930546,NA,NA,0.018143252,2.636371069
LOWER SUNLIGHT LAKE,1990,96,2.5,0.086666667,NA,NA,NA,0,0.16,0.23,NA,0,NA,0.04,0.29,0,2.6,NA,NA,17,6.683333333,-0.149003312,0.086071751,-0.311550863,NA,NA,NA,-0.40706698,-0.272778605,-0.300413856,NA,-0.810207836,NA,-0.525651706,-0.385698591,-0.1699893,0.399687127,NA,NA,-0.051553122,-0.360709384
LOWER SUNLIGHT LAKE,1991,98.5,2.766666667,0.063333333,NA,NA,NA,0,0.163333333,0.286666667,NA,0,NA,0.1,0.346666667,0,2.4,NA,NA,19.43333333,7.303333333,-0.135212544,0.18341983,-0.639381422,NA,NA,NA,-0.40706698,-0.246135469,-0.208349567,NA,-0.810207836,NA,-0.333883005,-0.220514662,-0.1699893,0.322433178,NA,NA,0.075642761,0.892002895
LOWER SUNLIGHT LAKE,1992,105.2666667,2.866666667,0.056666667,NA,NA,NA,0,0.173333333,0.273333333,NA,0,NA,0.04,0.316666667,0,2.7,NA,NA,20.16666667,7.133333333,-0.097885532,0.21992536,-0.733047296,NA,NA,NA,-0.40706698,-0.166206063,-0.230011753,NA,-0.810207836,NA,-0.525651706,-0.307964978,-0.1699893,0.438314101,NA,NA,0.113975767,0.54851727
LOWER SUNLIGHT LAKE,1993,92.9,2.3,0.06,NA,NA,NA,0,0.14,0.22,NA,0,NA,0.04,0.28,0,2.2,NA,NA,18,7.3,-0.166103865,0.013060692,-0.686214359,NA,NA,NA,-0.40706698,-0.432637417,-0.316660496,NA,-0.810207836,NA,-0.525651706,-0.414848697,-0.1699893,0.245179229,NA,NA,0.000719159,0.885267883
LOWER SUNLIGHT LAKE,1994,104.2,2.45,0.08,NA,NA,NA,0,0.155,0.245,NA,0.005,NA,0.04,0.305,0,2.25,NA,NA,19,6.625,-0.103769593,0.067818987,-0.405216737,NA,NA,NA,-0.40706698,-0.312743308,-0.276043897,NA,-0.524240044,NA,-0.525651706,-0.341973434,-0.1699893,0.264492717,NA,NA,0.05299144,-0.478572098
LOWER SUNLIGHT LAKE,1995,80.75,2.25,0.06,NA,NA,NA,0,0.155,0.225,NA,0,NA,0.155,0.24,0,2.25,NA,NA,17.75,6.73,-0.233126997,-0.005192073,-0.686214359,NA,NA,NA,-0.40706698,-0.312743308,-0.308537176,NA,-0.810207836,NA,-0.15809503,-0.531449117,-0.1699893,0.264492717,NA,NA,-0.012348911,-0.266419212
LOWER SUNLIGHT LAKE,1996,92.8,2.39,0.09,NA,NA,NA,0,0.15,0.23,NA,0.02,NA,0.04,0.26,0,2.2,NA,NA,NA,7.11,-0.166655495,0.045915669,-0.264717926,NA,NA,NA,-0.40706698,-0.352708011,-0.300413856,NA,0.333663329,NA,-0.525651706,-0.473148907,-0.1699893,0.245179229,NA,NA,NA,0.501372185
LOWER SUNLIGHT LAKE,1997,87.95,2.36,0.085,NA,NA,NA,0,0.15,0.225,NA,0.01,NA,0.16,0.28,0,2.215,NA,NA,NA,7.03,-0.193409585,0.03496401,-0.334967332,NA,NA,NA,-0.40706698,-0.352708011,-0.308537176,NA,-0.238272253,NA,-0.142114305,-0.414848697,-0.1699893,0.250973276,NA,NA,NA,0.339731891
LOWER SUNLIGHT LAKE,1998,89.7,2.575,0.075,NA,NA,NA,0,0.15,0.245,NA,0,NA,0.085,0.285,0,2.49,NA,NA,NA,7,-0.183756048,0.113450899,-0.475466143,NA,NA,NA,-0.40706698,-0.352708011,-0.276043897,NA,-0.810207836,NA,-0.38182518,-0.400273644,-0.1699893,0.357197455,NA,NA,NA,0.27911678
LOWER SUNLIGHT LAKE,1999,101.6,2.98,0.07,NA,NA,NA,0,0.15,0.27,NA,0.005,NA,0.095,0.265,0,2.43,NA,NA,NA,7.06,-0.118111992,0.261298293,-0.545715548,NA,NA,NA,-0.40706698,-0.352708011,-0.235427299,NA,-0.524240044,NA,-0.34986373,-0.458573854,-0.1699893,0.33402127,NA,NA,NA,0.400347001
LOWER SUNLIGHT LAKE,2000,NA,2.94,0.125,NA,NA,NA,0,0.195,0.29,NA,0.02,NA,0.01,0.48,0,2.805,NA,NA,20.7,6.975,NA,0.246696082,0.227027912,NA,NA,NA,-0.40706698,0.006974317,-0.20293402,NA,0.333663329,NA,-0.621536056,0.168153406,-0.1699893,0.478872424,NA,NA,0.141854317,0.228604188
LOWER SUNLIGHT LAKE,2001,NA,2.89,0.065,NA,NA,NA,0,0.16,0.275,NA,0.02,NA,0.04,0.3,0,2.705,NA,NA,21.75,7.085,NA,0.228443317,-0.615964954,NA,NA,NA,-0.40706698,-0.272778605,-0.227303979,NA,0.333663329,NA,-0.525651706,-0.356548486,-0.1699893,0.44024545,NA,NA,0.196740212,0.450859593
LOWER SUNLIGHT LAKE,2002,NA,3.07,0.09,NA,NA,NA,0,0.18,0.3,NA,0.02,NA,0.04,0.33,0,3.08,NA,NA,23.3,7.21,NA,0.29415327,-0.264717926,NA,NA,NA,-0.40706698,-0.112919792,-0.186687381,NA,0.333663329,NA,-0.525651706,-0.269098171,-0.1699893,0.585096603,NA,NA,0.277762248,0.703422552
LOWER SUNLIGHT LAKE,2003,NA,3.61,0.1425,NA,NA,NA,0,0.2175,0.345,NA,0.02,NA,0.045,0.4775,0,4.3225,NA,NA,26.475,7.17,NA,0.49128313,0.472900832,NA,NA,NA,-0.40706698,0.186815481,-0.113577504,NA,0.333663329,NA,-0.509670981,0.16086588,-0.1699893,1.065036759,NA,NA,0.443726739,0.622602405
LOWER SUNLIGHT LAKE,2004,NA,3.64,0.11,NA,NA,NA,0,0.185,0.345,NA,0.02,NA,0.085,0.425,0,4.19,NA,NA,27.85,7.03,NA,0.502234789,0.016279696,NA,NA,NA,-0.40706698,-0.072955089,-0.113577504,NA,0.333663329,NA,-0.38182518,0.007827828,-0.1699893,1.013856018,NA,NA,0.515601126,0.339731891
LOWER SUNLIGHT LAKE,2005,NA,3.31,0.075,NA,NA,NA,0,0.16,0.305,NA,0,NA,0.035,0.315,0,3.825,NA,NA,23.85,7.11,NA,0.381766541,-0.475466143,NA,NA,NA,-0.40706698,-0.272778605,-0.178564061,NA,-0.810207836,NA,-0.541632431,-0.312823329,-0.1699893,0.872867562,NA,NA,0.306512002,0.501372185
LOWER SUNLIGHT LAKE,2006,NA,3.45,0.09,NA,NA,NA,0,0.1725,0.3225,NA,0,NA,0.02,0.3475,0,3.9975,NA,NA,24.825,7.0375,NA,0.432874282,-0.264717926,NA,NA,NA,-0.40706698,-0.172866847,-0.150132443,NA,-0.810207836,NA,-0.589574606,-0.218085487,-0.1699893,0.939499093,NA,NA,0.357477476,0.354885668
LOWER SUNLIGHT LAKE,2007,NA,3.22,0.06,NA,NA,NA,0,0.16,0.29,NA,0,NA,0.03,0.33,0,3.71,NA,NA,23.33,6.98,NA,0.348911564,-0.686214359,NA,NA,NA,-0.40706698,-0.272778605,-0.20293402,NA,-0.810207836,NA,-0.557613156,-0.269098171,-0.1699893,0.828446541,NA,NA,0.279330416,0.238706707
LOWER SUNLIGHT LAKE,2016,116.99,4.79,0.1,NA,0.52,NA,0.26,0.2,0.46,NA,0.01,NA,0.02,0.5,0,6.46,0.03,NA,27.3,7.32,-0.033216024,0.922048379,-0.124219115,NA,-0.659616195,NA,5.016791574,0.04693902,0.073258848,NA,-0.238272253,NA,-0.589574606,0.226453617,-0.1699893,1.890688335,-1.233551126,NA,0.486851371,0.925677956
LOWER SUNLIGHT LAKE,2017,119.22,4.165,0.08,NA,0.55,NA,0.26,0.18,0.395,NA,0.02,NA,0.05,0.615,0,5.775,0.065,NA,27.195,7.105,-0.020914659,0.693888819,-0.405216737,NA,-0.631926797,NA,5.016791574,-0.112919792,-0.032344307,NA,0.333663329,NA,-0.493690256,0.561679826,-0.1699893,1.626093561,-0.878075172,NA,0.481362782,0.491269666
LOWER SUNLIGHT LAKE,2018,140.8,4.095,0.11,NA,0.855,NA,0.26,0.245,0.46,NA,0.01,NA,0.105,0.48,0,6.29,0.1,NA,27.65,6.865,0.09812725,0.668334948,0.016279696,NA,-0.350417917,NA,5.016791574,0.406621348,0.073258848,NA,-0.238272253,NA,-0.31790228,0.168153406,-0.1699893,1.825022479,-0.522599219,NA,0.50514667,0.006348784
LOWER SUNLIGHT LAKE,2019,114.62,4.095,0.075,NA,0.495,NA,0.225,0.16,0.36,NA,0.02,NA,0.105,0.34,0,4.675,0.075,NA,24.515,6.955,-0.046289672,0.668334948,-0.475466143,NA,-0.682690694,NA,4.286656768,-0.272778605,-0.089207545,NA,0.333663329,NA,-0.31790228,-0.239948066,-0.1699893,1.201196844,-0.776510614,NA,0.341273069,0.188194115
LOWER SUNLIGHT LAKE,2020,129.015,4.065,0.09,NA,0.78,NA,0.205,0.165,0.465,NA,0.02,NA,0.055,0.44,0,5.395,0.105,NA,27.295,6.97,0.03311757,0.657383289,-0.264717926,NA,-0.419641412,NA,3.86943688,-0.232813902,0.081382168,NA,0.333663329,NA,-0.477709531,0.051552986,-0.1699893,1.479311059,-0.471816939,NA,0.48659001,0.21850167
LOWER SUNLIGHT LAKE,2021,124.445,3.715,0.06,NA,0.9,NA,0.22,0.165,0.445,NA,0.015,NA,0.04,0.42,0,5.255,0.115,NA,25.475,6.975,0.007908046,0.529613936,-0.686214359,NA,-0.308883819,NA,4.182351796,-0.232813902,0.048888889,NA,0.047695538,NA,-0.525651706,-0.006747225,-0.1699893,1.425233295,-0.370252381,NA,0.391454459,0.228604188
LOWER SUNLIGHT LAKE,2022,129.4,4.785,0.065,NA,0.805,NA,0.245,0.19,0.475,NA,0.015,NA,0.09,0.475,0,5.62,0.055,NA,29.6,6.925,0.035241348,0.920223102,-0.615964954,NA,-0.396566913,NA,4.703876657,-0.032990386,0.097628807,NA,0.047695538,NA,-0.365844455,0.153578354,-0.1699893,1.566221751,-0.979639731,NA,0.607077617,0.127579005
LOWER SUNLIGHT LAKE,2023,123.06,5.05,0.08,NA,0.55,NA,0.29,0.21,0.5,NA,0.02,NA,0.05,0.47,0,6.18,0.09,NA,31.54,6.95,0.00026796,1.016962756,-0.405216737,NA,-0.631926797,NA,5.642621407,0.126868426,0.138245406,NA,0.333663329,NA,-0.493690256,0.139003301,-0.1699893,1.782532807,-0.624163777,NA,0.708485842,0.178091596
MOON LAKE,2000,92.33333333,2.16,0.12,NA,NA,NA,0.005,0.1525,0.1275,NA,0.03,NA,0.7775,0.2425,0,0.6675,NA,NA,12.25333333,6.696666667,-0.169229772,-0.038047049,0.156778507,NA,NA,NA,-0.302762008,-0.332725659,-0.46694191,NA,0.905598912,NA,1.831505237,-0.524161591,-0.1699893,-0.346779152,NA,NA,-0.299672215,-0.333769335
MOON LAKE,2001,87.26666667,2.003333333,0.136666667,NA,NA,NA,0.036666667,0.153333333,0.123333333,NA,0,NA,0.893333333,0.313333333,0,0.733333333,NA,NA,13.16666667,6.916666667,-0.197179062,-0.095239046,0.390943192,NA,NA,NA,0.357836149,-0.326064876,-0.473711343,NA,-0.810207836,NA,2.201725368,-0.317681679,-0.1699893,-0.321349727,NA,NA,-0.251930199,0.110741474
MOON LAKE,2002,101.7866667,2.413333333,0.176666667,NA,NA,NA,0.016666667,0.193333333,0.156666667,NA,0.01,NA,1.173333333,0.343333333,0,0.816666667,NA,NA,15.34333333,7.05,-0.117082281,0.054433626,0.952938436,NA,NA,NA,-0.05938374,-0.006347251,-0.419555878,NA,-0.238272253,NA,3.09664597,-0.230231364,-0.1699893,-0.289160582,NA,NA,-0.138150867,0.380141964
MOON LAKE,2003,96.4,2.195,0.16,NA,NA,NA,0.023333333,0.191666667,0.136666667,NA,0.006666667,NA,0.99,0.348333333,0,0.756666667,NA,NA,14.24666667,7.16,-0.146796789,-0.025270114,0.718773751,NA,NA,NA,0.079689556,-0.019668818,-0.452049157,NA,-0.428917447,NA,2.510686052,-0.215656311,-0.1699893,-0.312336766,NA,NA,-0.195476136,0.602397368
MOON LAKE,2004,88.05,2.233333333,0.146666667,NA,NA,NA,0.02,0.216666667,0.156666667,NA,0,NA,1.03,0.363333333,0,0.81,NA,NA,14.42666667,7.096666667,-0.192857955,-0.011276327,0.531442003,NA,NA,NA,0.010152908,0.180154697,-0.419555878,NA,-0.810207836,NA,2.638531852,-0.171931154,-0.1699893,-0.291735713,NA,NA,-0.186067125,0.474432136
MOON LAKE,2005,74.47333333,1.745,0.085,NA,NA,NA,0.035,0.14,0.11,NA,0.02,NA,0.85,0.3,0,0.605,NA,NA,11.78666667,7.003333333,-0.267751018,-0.189544997,-0.334967332,NA,NA,NA,0.323067825,-0.432637417,-0.495373528,NA,0.333663329,NA,2.063225751,-0.356548486,-0.1699893,-0.370921011,NA,NA,-0.324065947,0.285851793
MOON LAKE,2006,80.93333333,1.61,0.08,NA,NA,NA,0.015,0.115,0.1,NA,0,NA,0.695,0.265,0,0.535,NA,NA,12.33,7.02,-0.232115674,-0.238827462,-0.405216737,NA,NA,NA,-0.094152064,-0.632460933,-0.511620168,NA,-0.810207836,NA,1.567823274,-0.458573854,-0.1699893,-0.397959893,NA,NA,-0.295664674,0.319526854
MOON LAKE,2007,98.59333333,2.093333333,NA,NA,NA,NA,NA,0.13,0.13,NA,0,NA,NA,0.333333333,NA,NA,NA,NA,13.59666667,7.273333333,-0.134697689,-0.062384069,NA,NA,NA,NA,NA,-0.512566823,-0.46288025,NA,-0.810207836,NA,NA,-0.259381469,NA,NA,NA,NA,-0.229453118,0.831387785
MOON LAKE,2008,86.08333333,1.74,0.113333333,NA,NA,NA,0.02,0.15,0.106666667,NA,0.013333333,NA,0.386666667,0.31,0.003333333,0.483333333,NA,NA,11.04333333,7.296666667,-0.203706692,-0.191370273,0.063112633,NA,NA,NA,0.010152908,-0.352708011,-0.500789075,NA,-0.047627059,NA,0.58234523,-0.327398381,0.695582958,-0.417917163,NA,NA,-0.362921675,0.878532871
MOON LAKE,2009,139.9033333,2.643333333,0.083333333,NA,NA,NA,0.02,0.156666667,0.153333333,NA,0.006666667,NA,0.386666667,0.37,0.003333333,0.733333333,NA,NA,16.04,7.3,0.093180961,0.138396344,-0.3583838,NA,NA,NA,0.010152908,-0.29942174,-0.424971425,NA,-0.428917447,NA,0.58234523,-0.15249775,0.695582958,-0.321349727,NA,NA,-0.101734512,0.885267883
MOON LAKE,2010,152.96,2.793333333,0.126666667,NA,NA,NA,0.026666667,0.143333333,0.19,NA,0.016666667,NA,0.736666667,0.423333333,0,0.876666667,NA,NA,19.61333333,7.233333333,0.165205545,0.193154638,0.250444381,NA,NA,NA,0.149226205,-0.405994282,-0.365400414,NA,0.143018135,NA,1.700995983,0.002969477,-0.1699893,-0.265984397,NA,NA,0.085051772,0.750567638
MOON LAKE,2011,83.07333333,1.253333333,0.073333333,NA,NA,NA,0.023333333,0.103333333,0.186666667,NA,0.023333333,NA,0.323333333,0.233333333,0,0.41,NA,NA,10.35333333,6.996666667,-0.220310777,-0.369030517,-0.498882611,NA,NA,NA,0.079689556,-0.725711907,-0.37081596,NA,0.524308523,NA,0.379922713,-0.550882521,-0.1699893,-0.446243611,NA,NA,-0.398989549,0.272381768
MOON LAKE,2016,114.9266667,2.313333333,0.12,NA,0.496666667,NA,0.03,0.143333333,0.116666667,NA,0.04,NA,0.596666667,0.38,0,0.646666667,0.16,NA,13.81333333,7.236666667,-0.044598005,0.017928096,0.156778507,NA,-0.681152394,NA,0.218762853,-0.405994282,-0.484542436,NA,1.477534494,NA,1.253535682,-0.123347645,-0.1699893,-0.354826438,0.086788131,NA,-0.218127457,0.75730265
MOON LAKE,2017,87.03,1.83,0.02,NA,0.33,NA,0.02,0.15,0.13,NA,0.02,NA,0.87,0.34,0,0.58,0.27,NA,11.75,7.1,-0.198484588,-0.158515297,-1.248209603,NA,-0.834982383,NA,0.010152908,-0.352708011,-0.46288025,NA,0.333663329,NA,2.127148651,-0.239948066,-0.1699893,-0.380577754,1.203998271,NA,-0.325982597,0.481167148
NED WILSON LAKE,1981,43,1,0.21,NA,NA,NA,0,0.2,0.13,NA,0.19,NA,0.01,0.2,0,0.66,NA,NA,6.6,6.5,-0.441367593,-0.461511192,1.421267806,NA,NA,NA,-0.40706698,0.04693902,-0.46288025,NA,10.05656823,NA,-0.621536056,-0.648049538,-0.1699893,-0.349676175,NA,NA,-0.595184843,-0.731135058
NED WILSON LAKE,1982,47.25,1.3975,0.105,NA,NA,NA,0,0.1725,0.19,NA,0.0625,NA,0.01,0.195,0,0.665,NA,NA,8.2,NA,-0.417923288,-0.316401712,-0.05396971,NA,NA,NA,-0.40706698,-0.172866847,-0.365400414,NA,2.764389555,NA,-0.621536056,-0.66262459,-0.1699893,-0.347744826,NA,NA,-0.511549194,NA
NED WILSON LAKE,1983,53,1.054,0.084,NA,NA,NA,0,0.208,0.226,NA,0.016,NA,0.088,0.198,0,0.626,NA,NA,7.94,7.66,-0.386204522,-0.441798206,-0.349017213,NA,NA,NA,-0.40706698,0.110882545,-0.306912512,NA,0.104889096,NA,-0.372236745,-0.653879559,-0.1699893,-0.362809346,NA,NA,-0.525139987,1.612649206
NED WILSON LAKE,1984,60.2,1.12,0.11,NA,NA,NA,0,0.198,0.26,NA,0.016,NA,0.082,0.226,0,0.538,NA,NA,9.24,NA,-0.34648711,-0.417704557,0.016279696,NA,NA,NA,-0.40706698,0.030953139,-0.251673938,NA,0.104889096,NA,-0.391413615,-0.572259264,-0.1699893,-0.396801084,NA,NA,-0.457186022,NA
NED WILSON LAKE,1985,36.5,0.83375,0.1025,NA,NA,NA,0,0.13625,0.18625,NA,0.035,NA,0.07125,0.18625,0,0.42125,NA,NA,6.925,7.1,-0.47722359,-0.522201635,-0.089094413,NA,NA,NA,-0.40706698,-0.462610945,-0.371492903,NA,1.191566703,NA,-0.425772174,-0.688130932,-0.1699893,-0.441898076,NA,NA,-0.578196352,0.481167148
NED WILSON LAKE,1986,54.6,0.804285714,0.115714286,NA,NA,NA,0,0.145714286,0.227142857,NA,0.015714286,NA,0.06,0.168571429,0,0.43,NA,NA,7.128571429,6.975,-0.37737843,-0.532957729,0.096564731,NA,NA,NA,-0.40706698,-0.386963471,-0.305055753,NA,0.08854808,NA,-0.461728806,-0.739664154,-0.1699893,-0.438518216,NA,NA,-0.567555209,0.228604188
NED WILSON LAKE,1987,43.16666667,0.73,0.095,NA,NA,NA,0,0.155,0.12,NA,0.011666667,NA,0.01,0.14,0,0.378333333,NA,NA,6.95,7.78,-0.440448209,-0.560076122,-0.194468521,NA,NA,NA,-0.40706698,-0.312743308,-0.479126889,NA,-0.142949656,NA,-0.621536056,-0.822950169,-0.1699893,-0.458475486,NA,NA,-0.576889545,1.855109647
NED WILSON LAKE,1988,51.475,0.83625,0.11375,NA,NA,NA,0,0.14375,0.235,NA,0.0175,NA,0.11875,0.18,0,0.41,NA,NA,8.025,7.4375,-0.39461689,-0.521288997,0.06896675,NA,NA,NA,-0.40706698,-0.40266389,-0.292290537,NA,0.190679434,NA,-0.273955286,-0.706349748,-0.1699893,-0.446243611,NA,NA,-0.520696843,1.163087138
NED WILSON LAKE,1989,49.4,0.777142857,0.111428571,NA,NA,NA,0,0.132857143,0.132857143,NA,0.014285714,NA,0.014285714,0.172857143,0,0.501428571,NA,NA,7.828571429,7.3,-0.406063227,-0.542866373,0.036350954,NA,NA,NA,-0.40706698,-0.48972985,-0.458238353,NA,0.006842996,NA,-0.607838292,-0.727171252,-0.1699893,-0.41092752,NA,NA,-0.530964613,0.885267883
NED WILSON LAKE,1990,53.04,0.87,0.156,NA,NA,NA,0,0.186,0.206,NA,0.016,NA,0.008,0.166,0,0.476,NA,NA,8.1,7.204,-0.385983869,-0.508968381,0.662574226,NA,NA,NA,-0.40706698,-0.064962149,-0.339405791,NA,0.104889096,NA,-0.627928346,-0.747159895,-0.1699893,-0.420749808,NA,NA,-0.516776422,0.69129953
NED WILSON LAKE,1991,54.02857143,0.922857143,0.11,NA,NA,NA,0,0.142857143,0.221428571,NA,0.018571429,NA,0.097142857,0.154285714,0,0.481428571,NA,NA,8.1,7.211428571,-0.380530606,-0.489672601,0.016279696,NA,NA,NA,-0.40706698,-0.409800444,-0.314339547,NA,0.251958246,NA,-0.343014848,-0.781307161,-0.1699893,-0.418652915,NA,NA,-0.516776422,0.706308986
NED WILSON LAKE,1992,44.28,0.756,0.08,NA,NA,NA,0,0.13,0.172,NA,0.004,NA,0.02,0.136,0,0.554,NA,NA,7.76,NA,-0.43430672,-0.550584685,-0.405216737,NA,NA,NA,-0.40706698,-0.512566823,-0.394644365,NA,-0.581433603,NA,-0.589574606,-0.834610211,-0.1699893,-0.390620768,NA,NA,-0.534548998,NA
NED WILSON LAKE,1993,46.8,0.7475,0.1075,NA,NA,NA,0,0.1175,0.18,NA,0.0075,NA,0.02,0.14,0,0.3375,NA,NA,7.825,6.995,-0.420405626,-0.553687655,-0.018845007,NA,NA,NA,-0.40706698,-0.612478581,-0.381647053,NA,-0.381256149,NA,-0.589574606,-0.822950169,-0.1699893,-0.474248167,NA,NA,-0.531151299,0.269014262
NED WILSON LAKE,1994,43.38571429,0.774285714,0.082857143,NA,NA,NA,0,0.144285714,0.181428571,NA,0.002857143,NA,0.057142857,0.131428571,0,0.53,NA,NA,7.671428571,6.8,-0.439239875,-0.543909388,-0.36507422,NA,NA,NA,-0.40706698,-0.398381957,-0.379326105,NA,-0.646797669,NA,-0.470860648,-0.847935973,-0.1699893,-0.399891242,NA,NA,-0.539178828,-0.124983955
NED WILSON LAKE,1995,51.75,0.816666667,0.088333333,NA,NA,NA,0,0.15,0.181666667,NA,0.013333333,NA,0.078333333,0.15,0,0.315,NA,NA,7.716666667,6.675,-0.393099906,-0.528437997,-0.288134395,NA,NA,NA,-0.40706698,-0.352708011,-0.37893928,NA,-0.047627059,NA,-0.403132814,-0.793800063,-0.1699893,-0.482939236,NA,NA,-0.53681413,-0.377546914
NED WILSON LAKE,1996,40.48571429,0.697142857,0.08,NA,NA,NA,0,0.138571429,0.165714286,NA,0.002857143,NA,0.011428571,0.132857143,0,0.411428571,NA,NA,6.914285714,6.752857143,-0.455237166,-0.572070796,-0.405216737,NA,NA,NA,-0.40706698,-0.444055904,-0.404856538,NA,-0.646797669,NA,-0.616970135,-0.843771672,-0.1699893,-0.445691797,NA,NA,-0.578756412,-0.220236271
NED WILSON LAKE,1997,41.34,0.729,0.086,NA,NA,NA,0,0.139,0.173,NA,0.014,NA,0.15,0.137,0,0.43,NA,NA,7.275,6.676,-0.450524663,-0.560441178,-0.320917451,NA,NA,NA,-0.40706698,-0.440630358,-0.393019701,NA,-0.00949802,NA,-0.174075755,-0.8316952,-0.1699893,-0.438518216,NA,NA,-0.559901054,-0.375526411
NED WILSON LAKE,1998,42.325,0.69,0.075,NA,NA,NA,0,0.1175,0.1625,NA,0,NA,0.01,0.115,0,0.3125,NA,NA,6.525,6.7175,-0.445091101,-0.574678334,-0.475466143,NA,NA,NA,-0.40706698,-0.612478581,-0.410078672,NA,-0.810207836,NA,-0.621536056,-0.895825431,-0.1699893,-0.483904911,NA,NA,-0.599105265,-0.291675508
NED WILSON LAKE,1999,67.825,1.1975,0.0975,NA,NA,NA,0,0.1575,0.2075,NA,0.015,NA,0.01,0.135,0,0.37,NA,NA,9.4,6.8725,-0.304425267,-0.389412771,-0.159343818,NA,NA,NA,-0.40706698,-0.292760956,-0.336968795,NA,0.047695538,NA,-0.621536056,-0.837525221,-0.1699893,-0.4616944,NA,NA,-0.448822457,0.021502562
NED WILSON LAKE,2000,NA,0.89,0.124,NA,NA,NA,0,0.212,0.2,NA,0.02,NA,0.01,0.144,0,0.36,NA,NA,7.98,6.798,NA,-0.501667275,0.212978031,NA,NA,NA,-0.40706698,0.142854308,-0.349153774,NA,0.333663329,NA,-0.621536056,-0.811290127,-0.1699893,-0.465557098,NA,NA,-0.523049096,-0.129024962
NED WILSON LAKE,2001,NA,0.8475,0.0925,NA,NA,NA,0,0.1675,0.1875,NA,0.02,NA,0.01,0.12,0,0.3675,NA,NA,8.2,6.62,NA,-0.517182125,-0.229593224,NA,NA,NA,-0.40706698,-0.21283155,-0.369462074,NA,0.333663329,NA,-0.621536056,-0.881250379,-0.1699893,-0.462660075,NA,NA,-0.511549194,-0.488674617
NED WILSON LAKE,2002,NA,1.0925,0.115,NA,NA,NA,0,0.2075,0.2275,NA,0.02,NA,0.01,0.15,0,0.32,NA,NA,9.775,6.905,NA,-0.427743578,0.086529101,NA,NA,NA,-0.40706698,0.106886075,-0.304475516,NA,0.333663329,NA,-0.621536056,-0.793800063,-0.1699893,-0.481007888,NA,NA,-0.429220352,0.087168931
NED WILSON LAKE,2003,NA,1,0.1125,NA,NA,NA,0,0.2175,0.2225,NA,0.02,NA,0.01,0.17,0,0.3225,NA,NA,9,6.7925,NA,-0.461511192,0.051404399,NA,NA,NA,-0.40706698,0.186815481,-0.312598836,NA,0.333663329,NA,-0.621536056,-0.735499853,-0.1699893,-0.480042213,NA,NA,-0.469731369,-0.140137732
NED WILSON LAKE,2004,NA,1.022,0.108,NA,NA,NA,0,0.186,0.224,NA,0.02,NA,0.01,0.17,0,0.302,NA,NA,9.46,6.764,NA,-0.453479976,-0.011820066,NA,NA,NA,-0.40706698,-0.064962149,-0.31016184,NA,0.333663329,NA,-0.621536056,-0.735499853,-0.1699893,-0.487960743,NA,NA,-0.44568612,-0.197722087
